978,Peter,Paske,45
979,Malcolm,Blythe,55
980,Salomi,Lacaze,85
981,Joleen,Rawstorne,25
982,Shara,Dimblebee,15
983,Izzy,Fyrth,61
984,Camile,Penketh,83
985,Erhart,Salmon,73
986,Erskine,Brendish,32
987,Christoper,Grigori,15
988,Kennie,Bagnal,57
989,Bradney,Worden,23
990,Rourke,Copland,6
991,Julia,Illidge,20
992,Nahum,Titherington,67
993,Gates,Raywood,10
994,Matti,Pettet,5
995,Paco,Holcroft,50
996,Flint,Endricci,45
997,Bronson,Riveles,21
998,Fayette,Heustace,81
999,Erinna,Verbruggen,92
1000,Andy,Lowdyane,31
